id,label,name,description
1236,Procedure,Caption of Figure 331.jpg,Place tissue on lens protective window and apply cleaner
1237,Procedure,Caption of Figure 332.jpg,Slowly draw the tissue across the lens
1238,Procedure,Caption of Figure 333.jpg,"Fold several times, apply cleaner"
1239,Procedure,Caption of Figure 334.jpg,Gently wipe the lens protective window
1240,Procedure,Caption of Figure 335.jpg,Tip to remove the lens protective window
1241,Procedure,Caption of Figure 336.jpg,Replace in housing clean face down
1242,Procedure,Caption of Figure 337.jpg,Reassemble bolts finger tight
1243,Procedure,Caption of Figure 338.jpg,Tighten in sequence
1244,Component,Caption of Figure 339.jpg,Window protection system lens outer housing
1245,Material,Caption of Figure 34 2.jpg,"Small powder bottle (rear overflow, sieve upper and sieve lower) - A1"
1246,Component,Caption of Figure 340.jpg,Window protection system mounting bolts
1247,Procedure,Caption of Figure 341.jpg,Blow loose particles using clean dry air from a distance of $>100 \mathrm{~mm}$
1248,Tool,Caption of Figure 342.jpg,Manual blower
1249,Component,Caption of Figure 343.jpg,Lens protection assembly securing screws
1250,Procedure,Caption of Figure 344.jpg,Vacuum out lower chamber
1251,Procedure,Caption of Figure 345.jpg,Clean with isopropanol
1252,Procedure,Caption of Figure 346.jpg,Clean door seal
1253,Procedure,Caption of Figure 347.jpg,Clean drive mechanism
1254,Material,Caption of Figure 348.jpg,Amount of foil to wrap the part
1255,Procedure,Caption of Figure 349.jpg,Fold and cover
1256,Component,Caption of Figure 35 3.jpg,Large powder bottle valve - front overflow - B1
1257,Procedure,Caption of Figure 350.jpg,Fold remaining foil under
1258,Procedure,Caption of Figure 351.jpg,Crimp any open ends
1259,Procedure,Caption of Figure 352.jpg,Flip part over again
1260,Procedure,Caption of Figure 353.jpg,Fold over edges
1261,Procedure,Caption of Figure 354.jpg,Part now fully wrapped
1262,Procedure,Caption of Figure 355.jpg,Place part in furnace box
1263,Procedure,Caption of Figure 356.jpg,Cover the wrapped with foil
1264,Procedure,Caption of Figure 357.jpg,Place the part in the furnace
1265,Component,Caption of Figure 358.jpg,Valve (IV1) in the closed position on silo nose
1266,Procedure,Caption of Figure 359.jpg,Disconnection of the powder level sensor
1267,Component,Caption of Figure 36 4.jpg,Silo fill valve - V1
1268,Procedure,Caption of Figure 360.jpg,Remove the four bolts
1269,Procedure,Caption of Figure 361.jpg,Disassembly of powder sensor clamp (L3)
1270,Procedure,Caption of Figure 362.jpg,Removing the silo isolation valve (V1) clamp (L2)
1271,Procedure,Caption of Figure 363.jpg,Removing the silo lid
1272,Procedure,Caption of Figure 364.jpg,Clean lid with isopropanol
1273,Procedure,Caption of Figure 365.jpg,Cleaning inside of the silo with isopropanol
1274,Procedure,Caption of Figure 366.jpg,Aligning the silo lid with the vertical face of the silo
1275,Procedure,Caption of Figure 367.jpg,Silo lid tightening sequence
1276,Procedure,Caption of Figure 369.jpg,Enter 250 and run cycle
1277,Component,Caption of Figure 37 5.jpg,Rear overflow valve on system pipework - V2
1278,Component,Caption of Figure 370.jpg,Support doser
1279,Procedure,Caption of Figure 371.jpg,Removal of dosing mechanism bolts
1280,Procedure,Caption of Figure 372.jpg,Remove dosing mechanism for storage
1281,Component,Caption of Figure 373.jpg,Locate dosing mechanism at rear of chamber
1282,Procedure,Caption of Figure 374.jpg,Tighten bolts
1283,Procedure,Caption of Figure 375.jpg,Lower the silo into the dosing mechanism (shown with the valve (IV1) closed)
1284,Procedure,Caption of Figure 376.jpg,Open the doser isolation valve (IV1)
1285,Component,Caption of Figure 377.jpg,Silo positioned for installation
1286,Component,Caption of Figure 378.jpg,Rear of AM250 showing air filters
1287,Component,Caption of Figure 379.jpg,Rear and right hand side of AM400 showing air filters
1288,Component,Caption of Figure 38 6.jpg,Front overflow valve on system pipework - V3
1289,Procedure,Caption of Figure 380.jpg,Lever off cover with screwdriver
1290,Component,Caption of Figure 381.jpg,Contaminated filter assembly
1291,Component,Caption of Figure 382.jpg,Rear of HMI screen
1292,Component,Caption of Figure 383.jpg,Battery mounted on battery compartment lid
1293,Component,Caption of Figure 384.jpg,Battery removed from compartment lid
1294,Component,Caption of Figure 385.jpg,PC connections
1295,Component,Caption of Figure 386.jpg,PC retaining screws
1296,Component,Caption of Figure 387.jpg,Case retaining screws
1297,Component,Caption of Figure 388.jpg,Battery location
1298,Component,Caption of Figure 389.jpg,Battery location
1299,Component,Caption of Figure 39 7.jpg,Upper safe change filter/large safe change filter isolation valve on system outlet pipework - V4
1300,Component,Caption of Figure 390.jpg,Oxygen sensor board batteries
1301,Procedure,Caption of Figure 391.jpg,Removing the board covers
1302,Component,Caption of Figure 392.jpg,Oxygen sensor board battery
1303,Component,Caption of Figure 393.jpg,PLC battery location
1304,Component,Caption of Figure 394.jpg,PLC battery location
1305,AdditionalInfo,Caption of Figure 4.jpg,General classification label
1306,Component,Caption of Figure 40 8.jpg,Lower safe change filter/large safe change filter isolation valve on system recirculation pipework - V5
1307,Component,Caption of Figure 41 9.jpg,Upper safe change filter/large safe change filter isolation valve on filter assembly - F1
1308,Component,Caption of Figure 42 10.jpg,Lower safe change filter/large safe change filter isolation valve on filter assembly - F2
1309,Component,Caption of Figure 43 11.jpg,Sieve upper valve - S1
1310,Component,Caption of Figure 44 12.jpg,Sieve lower valve - S2
1311,Component,Caption of Figure 45 13.jpg,Doser isolation valve - IV1
1312,Component,Caption of Figure 46 1.jpg,"Silo fill, silo isolation valve and powder level sensor clamps - L1, L2 and L3"
1313,Component,Caption of Figure 47 4.jpg,Safe change filter/large safe change filter upper clamp - L4
1314,Component,Caption of Figure 48 5.jpg,Safe change filter/large safe change filter lower clamp - L5
1315,Component,Caption of Figure 49 6.jpg,Filter waste pipe inlet clamp - L6
1316,Component,Caption of Figure 50 7.jpg,Filter waste pipe outlet clamp - L7
1317,Component,Caption of Figure 51 8.jpg,Rear overflow upper clamp - L8
1318,Component,Caption of Figure 52 9.jpg,Rear overflow flexi pipe to rear overflow isolation valve clamp and rear overflow clamp - L9 \& L10
1319,Component,Caption of Figure 53 11.jpg,Front overflow upper clamp - L11
1320,Component,Caption of Figure 54 12.jpg,Front overflow flexi pipe to front overflow isolation valve clamp - L12 and front overflow clamp - L13
1321,Component,Caption of Figure 55 14.jpg,Small powder bottle to sieve upper isolating valve clamp - SL1 and sieve upper isolating valve to bracket clamp - SL2
1322,Component,Caption of Figure 56 16.jpg,Sieve inlet to KF flange adaptor clamp SL3
1323,Component,Caption of Figure 57 17.jpg,"Sieve outlet to KF flange adaptor clamp - SL4, bracket to sieve lower isolation valve clamp - SL5 and sieve lower isolation valve to small powder bottle clamp - SL6"
1324,Component,Caption of Figure 58.jpg,Decanting adaptor and powder bottle
1325,Component,Caption of Figure 59.jpg,Renishaw silo lift
1326,Component,Caption of Figure 60.jpg,Wiper assembly
1327,Component,Caption of Figure 61.jpg,Chiller fill levels
1328,Procedure,Caption of Figure 62.jpg,Release cover by sliding down
1329,Procedure,Caption of Figure 63.jpg,Cleaning the chiller cover
1330,Procedure,Caption of Figure 64.jpg,Reassemble the cover
1331,AdditionalInfo,Caption of Figure 65.jpg,Recommended temperature parameters
1332,Procedure,Caption of Figure 66.jpg,Check fluid level
1333,Component,Caption of Figure 67.jpg,Ruwac NA7 ATEX vacuum cleaner (wet separator)
1334,Component,Caption of Figure 68.jpg,Ventilation valve in open position
1335,Procedure,Caption of Figure 69.jpg,Press the ventilation valve to confirm movement
1336,Component,Caption of Figure 70.jpg,Sieve with argon inlet attached
1337,Procedure,Caption of Figure 71.jpg,Insert seal and attach clamp (SL6)
1338,Procedure,Caption of Figure 72.jpg,Open valves (A1 and S2)
1339,Procedure,Caption of Figure 73.jpg,Open sieve upper valve (S1)
1340,Procedure,Caption of Figure 74.jpg,Connect full bottle - Insert seal and attached clamp (SL1)
1341,Procedure,Caption of Figure 75.jpg,Open valves (S1 and A1)
1342,Procedure,Caption of Figure 76.jpg,Press start button
1343,Procedure,Caption of Figure 77.jpg,Set timer for 10 minutes
1344,Component,Caption of Figure 78.jpg,Shut off valves (S1 and S2)
1345,Procedure,Caption of Figure 79.jpg,Remove clamp (SL6)
1346,AdditionalInfo,Caption of Figure 8.jpg,General classification label
1347,Procedure,Caption of Figure 80.jpg,Remove top clamp (SL3)
1348,Procedure,Caption of Figure 81.jpg,Release both clamps
1349,Procedure,Caption of Figure 82.jpg,Remove argon line
1350,Procedure,Caption of Figure 83.jpg,Remove lid
1351,Procedure,Caption of Figure 84.jpg,Remove body
1352,Procedure,Caption of Figure 85.jpg,Remove sieve and dispose of powder
1353,Procedure,Caption of Figure 86.jpg,Remove outer seal
1354,Procedure,Caption of Figure 87.jpg,Remove balls and store in IPA
1355,Procedure,Caption of Figure 88.jpg,Remove perforated plate
1356,Procedure,Caption of Figure 89.jpg,Remove funnel seal
1357,Procedure,Caption of Figure 90.jpg,Remove worm drive hose clamp and pipe
1358,Procedure,Caption of Figure 91.jpg,Remove pipe insert
1359,Procedure,Caption of Figure 92.jpg,Remove upper valve (S1) assembly
1360,Procedure,Caption of Figure 93.jpg,Use the ATEX vacuum cleaner (wet separator) to vacuum all components
1361,Procedure,Caption of Figure 94.jpg,Clean-down all components with IPA
1362,Procedure,Caption of Figure 95.jpg,Wipe sieve balls with IPA
1363,Procedure,Caption of Figure 96.jpg,Wipe down all surfaces with IPA
1364,Procedure,Caption of Figure 97.jpg,Replace the funnel seal
1365,Procedure,Caption of Figure 98.jpg,Replace the perforated plate
1366,Procedure,Caption of Figure 99.jpg,Replace the sieving balls
1367,AdditionalInfo,Caption of figure_unknown_6.jpg,ORIGINAL INSTRUCTIONS
1368,Warning,Caption of figure_unknown_7.jpg,WEEE symbol
1369,Warning,Caption of figure_unknown_8.jpg,WARNING Hot surface.
1370,Warning,Caption of figure_unknown_9.jpg,WARNING Danger of asphyxiation.
1371,Warning,Caption of figure_unknown_10.jpg,DANGER 230 V
1372,SafetyStep,Caption of figure_unknown_11.jpg,THIS EQUIPMENT MUST BE EARTHED
1373,Component,filter in the ventilation system,A filter that traps particles and needs periodic replacement)
1374,Procedure,calibrating build platform,The process of adjusting the build platform for accuracy before printing)
1375,Procedure,removing parts,The process of taking printed parts off the build platform)
1376,Procedure,cleaning parts,The process of removing loose powder from printed parts)
1377,Procedure,checking laser optics,Inspecting the laser optics for dust and debris)
1378,Warning,poor print quality,A potential issue arising from inadequate machine maintenance)
1379,Component,robust powder delivery system,A system designed to deliver powder evenly to the build platform)
1380,Component,advanced thermal imaging camera,A camera used to monitor the temperature distribution during the print process)
1381,Component,designated waste bin,A container for collecting waste powder)
1382,Procedure,recalibrating the build platform,A maintenance task to ensure the build platform is accurately leveled)
1383,AdditionalInfo,even distribution,Ensuring powder is uniformly spread on the build platform)
1384,AdditionalInfo,200°C preheat,The specific temperature to which the chamber is preheated)
1385,Component,advanced software interface,Software used to control and monitor the 3D printing process)
1386,Component,powder sieving unit,A device used to filter and remove clumps from metal powder)
1387,Component,build plate,The surface where the printed object is constructed)
1388,Component,humidity control system,A system that regulates moisture levels in the build chamber)
1389,Component,extraction system,A filtration system that removes airborne particles from the chamber)
1390,Tool,digital thermometer,A device used to measure temperature accurately)
1391,Procedure,preheating phase,The initial step where the build plate is heated before printing)
1392,Procedure,verifying temperature,The process of checking the build plate's temperature using a thermometer)
1393,Component,recoater mechanism,A device that spreads powder evenly across the build platform during printing)
1394,Component,sealed build chamber,An enclosed space that contains the powder bed and laser path in a controlled atmosphere)
1395,Component,build platform,The surface where each printed layer is formed)
1396,Component,powder hopper,A container holding metal powder before it is deposited during recoating)
1397,Component,inert gas flow system,The subsystem that maintains low-oxygen conditions inside the chamber)
1398,Component,inspection camera,An optical device used to monitor the build process in real time)
1399,Component,cooling fans,Internal fans that manage heat during operation to prevent overheating)
1400,Material,Renishaw Ti64 powder,Titanium alloy powder used in the AM400 for additive manufacturing)
1401,Procedure,handling metallic powders,"The process of interacting with metal powders during loading, printing, or cleaning)"
1402,Procedure,post-processing,Steps taken after a build to clean and inspect the part and remove loose powder)
1403,Procedure,ensure inert gas flow system is fully operational,A pre-build step to confirm that the inert atmosphere is working correctly)
1404,Procedure,level build platform,A step to ensure the build platform is horizontally aligned for accurate printing)
1405,Procedure,load powder hopper,The action of filling the powder hopper with metal powder before printing)
1406,SafetyStep,protective gloves,Personal protective equipment to prevent skin contact with metal powder)
1407,SafetyStep,respirator mask,PPE that protects the operator from inhaling fine powder particles)
1408,Warning,exposure to fine particulate matter,Health risk caused by improper powder handling or lack of PPE use)
1409,Tool,vacuum brush,A cleaning tool used to remove loose powder from surfaces)
1410,Procedure,leveling build platform,The process of adjusting the build platform to ensure it is perfectly horizontal)
1411,Procedure,loading powder hopper,The task of filling the powder hopper with metal powder before printing)
1412,AdditionalInfo,real-time monitoring,Continuous observation of the build process for quality assurance)
1413,Component,dual filtration system,A system with two filters to remove contaminants from the air)
1414,Component,automated powder recycling unit,A device that automatically recycles unused powder for future use)
1415,Component,laser focus,The adjustable focus of the laser for precise melting of powder)
1416,Component,gas pressure,The pressure of the inert gas within the build chamber)
1417,Component,temperature sensors,Sensors that monitor the temperature inside the build chamber)
1418,Component,powder station,An area where powder handling and recycling occur)
1419,Component,emergency stop button,A button that immediately halts all machine operations for safety)
1420,Component,worn-out components,Parts that need replacement due to wear and tear)
1421,Material,high-grade stainless steel powder,A high-quality metal powder used for printing durable parts)
1422,Procedure,pre-print setup,Steps taken before starting the print to ensure proper machine configuration)
1423,Procedure,calibrate laser focus,The process of adjusting the laser focus for accuracy)
1424,Procedure,verify gas pressure,Checking the pressure of the inert gas to ensure it meets operational requirements)
1425,Procedure,heat treatment process,Post-printing step to enhance the mechanical properties of the printed part)
1426,Procedure,regular maintenance,Scheduled tasks to keep the printer in optimal condition)
1427,Procedure,cleaning the filter,A maintenance task to remove accumulated particles from the filter)
1428,Procedure,replacing worn-out components,Substituting old or damaged parts with new ones)
1429,SafetyStep,safety goggles,Eye protection worn to prevent injury from debris or splashes)
1430,SafetyStep,lab coat,Protective clothing worn to prevent contamination and protect skin)
1431,SafetyStep,ensure emergency stop button is accessible,A safety measure to ensure quick shutdown in case of emergency)
1432,Warning,operating near the powder station,A caution for potential hazards when working around the powder station)
1433,AdditionalInfo,monitoring build quality,The continuous observation of the printing process to ensure quality standards)
1434,Procedure,powder preparation,"Steps taken to prepare metal powder before printing, such as sieving)"
1435,Tool,powder sieve,A device used to filter powder to a consistent particle size)
1436,SafetyStep,dust mask,A mask worn to prevent inhalation of fine powder particles)
1437,Component,laser control unit,A device that manages the laser's energy output during printing)
1438,Component,500W ytterbium fiber laser,A powerful laser used to melt metal powder during printing)
1439,Component,build chamber,An enclosed space where the printing process takes place)
1440,Tool,part removal tool,A device used to safely extract the printed part from the build plate)
1441,Component,cleaning station,A dedicated area or device for cleaning printed parts)
1442,AdditionalInfo,safety manual,A document providing detailed safety instructions and guidelines)
1443,Warning,inhalation of fine metal particles,A health risk associated with breathing in small metal particles)
1444,Component,granite base,A stable foundation for the build platform to minimize vibrations)
1445,Component,powder feeder system,A system that supplies metal powder to the build area)
1446,Component,powder delivery hose,A hose that transports powder from the feeder to the build platform)
1447,Component,powder spreader,A device that evenly spreads powder on the build platform)
1448,Component,400W Yb fiber laser,A high-power ytterbium fiber laser used for melting metal powder)
1449,Component,safety interlocks,Mechanical or electrical switches that prevent operation when safety conditions are not met)
1450,Procedure,pre-print calibration routine,A series of steps to align and prepare the printer before starting a print job)
1451,Component,software interface,The user interface for controlling the printer's operations)
1452,Procedure,inspecting powder bed,Examining the powder bed for proper distribution and condition)
1453,Tool,extraction tools,Tools used to safely remove printed parts from the build platform)
1454,Component,powder recovery system,A system designed to collect and reuse excess powder)
1455,SafetyStep,heat-resistant gloves,Protective gloves that withstand high temperatures during maintenance)
1456,Procedure,handling hot parts,The process of safely managing printed parts immediately after printing)
1457,AdditionalInfo,print parameters,Settings that control the printing process such as speed and temperature)
1458,SafetyStep,unauthorized access,Preventing entry to the build chamber to avoid accidents)
1459,AdditionalInfo,accurate builds,High-precision printing outcomes achieved through proper calibration)
1460,Material,residual powder,Unused powder left on the build plate after printing)
1461,AdditionalInfo,temperature regulation,Management of internal temperature to prevent overheating)
1462,Component,gas pressure levels,The measured pressure of the gas used in the printing process)
1463,Material,high-grade aluminum alloy powder,A high-quality metal powder used for creating detailed prints)
1464,Tool,maintenance kit,A collection of tools provided for regular printer maintenance)
1465,Tool,torque wrench,A tool used to apply a specific torque to a fastener)
1466,Tool,calibration tool,A device used to adjust and verify the accuracy of printer components)
1467,AdditionalInfo,digital user manual,An electronic document providing detailed operational instructions)
1468,Procedure,setup phase,Initial steps taken to prepare the printer for operation)
1469,Procedure,calibrate the laser focus,The process of adjusting the laser to ensure it focuses correctly on the powder bed)
1470,Procedure,verify the gas pressure levels,A step to ensure the gas pressure is at the correct level for safe operation)
1471,Procedure,operating near the build area,Activities conducted in the vicinity of the printer's build plate)
1472,Procedure,routine checks,Regular inspections and maintenance tasks to ensure printer functionality)
1473,Warning,equipment failure,A potential consequence of improper maintenance of the 3D printer)
1474,Warning,potential hazards,Possible risks that necessitate the use of safety goggles and lab coat)
1475,Component,powder feeder,A device that supplies metal powder to the build area)
1476,Procedure,weekly maintenance checks,Regular inspections and maintenance performed on the printer)
1477,Component,conveying pipeline,A tube that transports powder from storage to the feeder)
1478,Component,build head,The part of the printer that moves over the build platform and emits the laser)
1479,Component,precision motors,Motors that accurately control the movement of the build head)
1480,Component,storage unit,A container where metal powder is stored before use)
1481,Component,safety interlock system,A system that prevents the chamber from opening during operation for safety)
1482,SafetyStep,eye protection,Safety gear to protect the eyes from laser light and debris)
1483,Procedure,cleaning the powder sieve,A maintenance task to remove residue from the sieve)
1484,Procedure,inspecting the conveying pipeline,A maintenance task to check for blockages in the pipeline)
1485,Procedure,operating near the powder delivery system,Activities performed in the vicinity of the powder delivery components)
1486,Procedure,laser intensity modulation,Adjusting the laser power based on sensor feedback during printing)
1487,SafetyStep,prevent laser activation,A safety measure to avoid accidental laser operation)
1488,Material,metal powder,The material used in the 3D printing process to form the object)
1489,Warning,chamber door open,A hazardous condition where the build chamber door is not closed)
1490,AdditionalInfo,particle size consistency,"The uniformity of powder particle size, crucial for print quality)"
1491,Component,advanced powder delivery system,A system that delivers powder to the build area efficiently)
1492,Component,500W laser,A high-power laser used to melt metal powder during the printing process)
1493,Component,powder management unit,A unit that handles and recycles unused powder during the printing process)
1494,Component,laser optics,The optical components that focus and direct the laser beam)
1495,Material,high-quality stainless steel powder,A recommended metal powder for achieving optimal print quality)
1496,Procedure,pre-print calibration,A process to ensure the printer's components are correctly aligned before printing)
1497,Procedure,recycles unused powder,The process of collecting and reusing powder that was not melted during printing)
1498,Procedure,cleaning the build plate,A maintenance step to remove residues from the build plate)
1499,Procedure,inspecting the laser optics,A maintenance step to ensure the laser system is functioning correctly)
1500,Warning,risk of burns from the laser,Potential hazard of sustaining burns due to laser exposure)
1501,Tool,soft brush,A tool used for gently cleaning the build chamber)
1502,AdditionalInfo,warning label,A label on the machine that provides cautionary information)
1503,Component,heating element,A device to maintain consistent temperature on the build plate)
1504,Component,powder feed system,The system that delivers metal powder to the build area)
1505,Component,sieve,A mesh device used to ensure consistent particle size in the powder)
1506,Component,debinding unit,A device used to remove binding agents from printed parts post-printing)
1507,Component,gas supply lines,Pipes that deliver inert gas to the build chamber)
1508,Warning,eye injury,Risk of damage to the eyes from powder or laser exposure)
1509,SafetyStep,direct contact with laser beam,A precaution to avoid to prevent injury)
1510,Procedure,cleaning laser optics,A maintenance task to keep the laser system clear of debris)
1511,Procedure,checking gas supply lines for leaks,A maintenance task to ensure the integrity of the gas delivery system)
1512,Procedure,machine operation,The overall process of running the 3D printer)
1513,AdditionalInfo,consistent temperature,A condition maintained by the heating element for optimal printing)
1514,Material,fine metal particles,Small particles of metal that can be hazardous if inhaled or ingested)
1515,AdditionalInfo,uniform powder distribution,A goal achieved by using a sieve in the powder feed system)
1516,SafetyStep,immediate shutdown,Quickly stopping the printer to prevent damage or injury)
1517,Procedure,laser and recoater alignment,A specific task within the pre-print calibration process)
1518,SafetyStep,protective clothing,General term for PPE including safety goggles and lab coat)
1519,Material,binding agents,Substances used in the powder that need to be removed in the debinding unit)
1520,Procedure,inert gas flow system operational check,A pre-build step to confirm that the inert atmosphere is working correctly)
1521,Procedure,build platform leveling,Step to ensure the build platform is properly leveled)
1522,Procedure,powder hopper loading,Step to load the powder hopper with Renishaw Ti64 powder)
1523,Procedure,post-processing cleaning,Cleaning process after the build is complete)
1524,Warning,fine particulate matter exposure risk,Health risk caused by improper powder handling or lack of PPE use)
1525,AdditionalInfo,build process monitoring,Monitoring of the build process with an inspection camera)
1526,AdditionalInfo,build quality assurance,Ensuring the quality of the build process)
1527,AdditionalInfo,powder handling safety,The safety measures to be taken when handling metallic powders)
1528,AdditionalInfo,build environment control,Controlling the environment inside the printer during the build process)
1529,Component,integrated recycling unit,A unit within the machine that recycles unused powder for future use)
1530,Component,powder feed rate,The rate at which powder is delivered to the build area)
1531,SafetyStep,face shield,PPE to protect the face from laser and powder hazards)
1532,SafetyStep,minimizing contamination risks,Actions taken to reduce the risk of material contamination)
1533,Procedure,monitor powder feed rate,The process of observing and adjusting the rate of powder delivery)
1534,Procedure,ensure build chamber temperature stability,A step to maintain a consistent temperature in the build chamber during operation)
1535,Procedure,calibrate powder feeder,Adjusting the powder feeder to ensure consistent powder delivery)
1536,Procedure,remove part using extraction tools,The process of safely detaching the printed part from the build plate)
1537,Procedure,collect remaining powder for recycling,Gathering unused powder for reuse in the recycling unit)
1538,Procedure,clean laser optics,Routine maintenance step to keep the laser optics free from debris)
1539,Procedure,check gas supply lines,Inspecting the integrity and functionality of the gas supply pipes)
1540,Component,500W laser beam,A high-power laser used to melt metal powder during the printing process)
1541,Procedure,powder handling,The process of managing and transferring metal powders)
1542,Material,Inconel 718,Nickel-based superalloy powder used in 3D printing)
1543,Material,Aluminum AlSi10Mg,"A lightweight, high-strength aluminum alloy used in 3D printing)"
1544,Tool,stainless steel brush,A brush used for cleaning the build plate)
1545,Procedure,filtration system inspection,The process of checking the filtration system for blockages)
1546,Warning,powder clumping,"A potential issue where powder particles stick together, affecting print quality)"
1547,Component,power supply unit,The unit that provides electrical power to the machine)
1548,Warning,high voltage risk,The danger of electric shock due to high voltage near the power supply unit)
1549,Material,metal alloys,Various types of metal materials that can be used in the printer)
1550,Procedure,layer-by-layer solidification,The process of building an object by solidifying each layer of melted powder)
1551,AdditionalInfo,air particle removal,The function of the dual filtration system to remove particles from the air)
1552,Procedure,powder deposition,The process of spreading powder on the build platform by the recoater mechanism)
1553,Procedure,laser melting,The process of using a laser to melt metal powder into a solid form)
1554,Procedure,powder recycling,The process of reusing excess powder after a build)
1555,AdditionalInfo,calibration accuracy,The importance of pre-print calibration for ensuring precise printing)
1556,SafetyStep,PPE requirements,Mandatory personal protective equipment for operator safety)
1557,Procedure,blockage inspection,Checking the filtration system for blockages during maintenance)
1558,Component,powder distribution system,The system responsible for evenly spreading powder on the build plate)
1559,Component,oxygen sensor,A device to monitor oxygen levels in the build chamber)
1560,Component,pneumatic lifting device,A tool used to safely lift and remove printed parts from the build platform)
1561,Component,filter cartridges,Replaceable parts of the filtration system that capture particles)
1562,Procedure,handling powders,"The process of interacting with metal powders during loading, printing, or cleaning)"
1563,Procedure,thermal debinding process,A post-printing process to remove binder material from the printed part)
1564,Procedure,replacing filter cartridges,A maintenance task to ensure the filtration system operates efficiently)
1565,SafetyStep,fire-resistant gloves,Gloves that protect hands from heat and fire during operation)
1566,Warning,equipment damage,Potential harm to the machine due to improper use or maintenance)
1567,Warning,personal injury,Risk of harm to the operator due to unsafe practices)
1568,AdditionalInfo,maintenance guidelines,Instructions for regular upkeep of the printer to ensure optimal performance)
1569,Component,powder bed,The layer of powder on the build platform that is melted by the laser)
1570,Component,laser path,The trajectory followed by the laser during the printing process)
1571,AdditionalInfo,low-oxygen conditions,Environmental conditions maintained inside the build chamber to prevent oxidation)
1572,Procedure,powder cleanup,The process of removing excess powder after the build is complete)
1573,Procedure,component cooling,The action of dissipating heat from printer components to prevent damage)
1574,Procedure,build quality monitoring,Continuous observation of the printing process to ensure quality standards)
1575,Procedure,pre-build checks,Steps to be completed before starting the printing process to ensure machine readiness)
1576,SafetyStep,PPE usage,The practice of wearing personal protective equipment during hazardous tasks)
1577,AdditionalInfo,oxidation prevention,Measures to avoid chemical reaction with oxygen during printing)
1578,AdditionalInfo,health risk mitigation,Purpose of following safety procedures and using PPE)
1579,Component,automated powder sieving station,A device that automatically sieves powder to ensure uniform particle size)
1580,Component,400W ytterbium fiber laser,A powerful laser used to melt metal powder during printing)
1581,Material,Argon gas,An inert gas used to create a controlled atmosphere in the build chamber)
1582,Tool,part extraction tool,A tool used to safely remove printed parts from the build plate)
1583,Procedure,thermal debinding,A post-processing step to remove binder from the printed part)
1584,Component,integrated filtration system,A system that filters and recirculates air to maintain a clean environment)
1585,AdditionalInfo,temperature of 200°C,The operational temperature maintained in the build chamber during printing)
1586,AdditionalInfo,regulating internal temperature,The function of cooling fans to maintain optimal operating conditions)
1587,Procedure,verify powder bed density,Checking the consistency and distribution of the powder layer)
1588,Procedure,powder laying,The process of spreading powder on the build plate)
1589,Procedure,laser sintering,The process of melting powder with a laser to form solid layers)
1590,Tool,compressed air gun,A tool used to clean printed parts by blowing away loose powder)
1591,AdditionalInfo,real-time data monitoring,Continuous observation of system parameters during operation)
1592,AdditionalInfo,temperature monitoring,Tracking the internal temperature of the printer during operation)
1593,AdditionalInfo,oxygen levels monitoring,Measuring the oxygen concentration inside the build chamber)
1594,SafetyStep,automatic shutdown,A safety feature that halts operation if unsafe conditions are detected)
1595,AdditionalInfo,specified parameters,Predefined operational limits for safe and efficient printing)
1596,Component,heating system,A subsystem that regulates temperature during printing)
1597,Component,powder delivery system,A system that supplies metal powder to the build area during printing)
1598,Component,feed hopper,Container that supplies metal powder to the build area)
1599,Component,precision dosing mechanism,A device that accurately measures and delivers powder)
1600,SafetyStep,flame-resistant gloves,Protective gloves that resist flames and heat)
1601,Component,control interface,The user interface for operating and monitoring the printer)
1602,Component,precision leveling mechanism,A device that ensures the build platform is perfectly level for accurate printing)
1603,Tool,specialized extraction tool,A tool designed for safely removing printed parts from the build platform)
1604,Procedure,cleaning process,Steps taken to clean the printed part and remove any residual powder)
1605,Tool,blasting cabinet,An enclosed space where parts are cleaned using abrasive materials)
1606,Component,ventilation system,A system that manages the air quality inside the build chamber)
1607,Procedure,filter replacement,The process of replacing old or clogged filters in the system)
1608,AdditionalInfo,layer temperatures,The temperature settings for each layer of the printed object)
1609,AdditionalInfo,surface flatness,The degree of flatness required for the build platform surface)
1610,SafetyStep,operating near the laser,Activity involving proximity to the laser during machine operation)
1611,Procedure,post-print removal,The process of taking the printed part off the build plate after printing)
1612,Procedure,thorough cleaning,An in-depth cleaning step to ensure all excess material is removed)
1613,Material,abrasive media,Material used in blast cabinets to clean surfaces through abrasion)
1614,Procedure,layer formation,The process of creating each individual layer of the printed object)
1615,SafetyStep,PPE use,The practice of wearing personal protective equipment during operations)
1616,Procedure,build preparation,Preparatory steps before starting the 3D printing process)
1617,Procedure,part inspection,Examining the printed part for defects or inconsistencies)
1618,Tool,powder removal tool,A tool used to safely remove excess powder from the build area)
1619,Procedure,chamber atmosphere control,Maintaining the controlled environment inside the sealed build chamber)
1620,AdditionalInfo,thermal management,Strategies to control heat during the printing process)
1621,Procedure,powder distribution,The even spreading of powder on the build platform by the recoater mechanism)
1622,Procedure,build environment setup,Preparation of the chamber and components before printing)
1623,Procedure,post-build inspection,Examination of the printed object and system after printing)
1624,Procedure,system readiness check,Ensuring all components are functional before operation)
1625,SafetyStep,operator safety training,Training for operators on safe handling and operation procedures)
